Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407715,3392975,509,0,10,-93.0
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407795,3393055,509,0,5,-77.33
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407735,3393035,507,51,10,-86.33
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407730,3393040,507,51,10,-82.67
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407720,3393030,507,51,5,-87.0
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407770,3393080,507,39,5,-93.5
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407725,3393025,508,51,5,-91.17
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407755,3393015,509,0,5,-97.0
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407750,3393020,509,0,5,-86.75
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407860,3393130,506,0,6,-73.3
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407865,3393125,506,0,6,-72.4
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407850,3393160,507,0,6,-79.0
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407830,3393100,508,18,5,-71.75
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407820,3393090,509,0,5,-78.5
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407845,3393145,507,0,6,-74.63
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407855,3393155,507,0,6,-66.8
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407880,3393190,505,0,5,-73.67
489101,407895.0,3392840.0,23,280,6,6,2585.0,11.2,501,24,5,407840,3393150,507,0,5,-71.0
