Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406195,3390815,501,0,5,-76.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406260,3390890,502,39,12,-87.67
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406200,3390870,502,0,6,-82.6
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406230,3390860,503,0,6,-81.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406220,3390850,502,0,6,-77.33
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406235,3390855,503,0,6,-78.2
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406190,3390820,501,0,12,-76.83
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406210,3390880,503,0,6,-84.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406215,3390875,503,0,6,-86.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406225,3390845,502,0,6,-85.83
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406170,3390840,501,0,12,-88.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406205,3390865,502,0,6,-85.6
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406165,3390980,501,0,6,-91.67
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406170,3390965,502,0,6,-86.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406140,3390955,501,0,6,-84.67
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406135,3390930,502,0,6,-86.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406205,3391020,501,0,5,-97.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406275,3390750,501,0,6,-86.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406295,3390770,502,0,6,-80.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406280,3390775,502,0,6,-84.4
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406155,3390950,502,36,6,-96.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406125,3390940,501,0,6,-84.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406285,3390780,502,0,6,-85.89
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406250,3390725,500,0,6,-81.8
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406270,3390745,501,0,6,-83.75
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406265,3390760,501,0,6,-76.33
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406245,3390740,500,0,6,-82.8
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406255,3390730,500,0,6,-82.44
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406105,3390920,501,0,12,-108.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406150,3390945,502,0,6,-83.67
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406290,3390765,502,0,6,-86.6
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406260,3390755,501,0,6,-84.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406240,3390735,500,0,6,-82.77
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406120,3390935,501,0,5,-90.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406215,3390870,502,0,6,-83.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406290,3390945,500,0,5,-93.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406175,3390830,501,0,5,-80.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406190,3390805,501,0,5,-87.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406180,3390815,500,0,13,-83.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406285,3390960,500,0,5,-97.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406185,3390820,501,0,12,-71.57
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406170,3390825,500,0,13,-80.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406220,3390855,502,0,6,-79.07
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406200,3390875,502,0,6,-84.6
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406225,3390860,503,0,6,-79.67
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406210,3390865,502,0,6,-83.91
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406230,3390845,502,0,6,-79.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406205,3390880,503,0,6,-84.67
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406195,3390810,501,0,5,-77.8
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406185,3390965,501,36,12,-79.67
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,405945,3391045,500,60,5,-99.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406145,3390925,502,0,6,-87.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406170,3391000,501,0,12,-96.14
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406250,3390760,501,0,6,-78.75
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406260,3390730,500,0,5,-81.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,405940,3391050,501,60,5,-102.33
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406230,3391020,500,0,6,-96.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406275,3390735,501,0,5,-78.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406265,3390725,500,0,5,-86.8
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406270,3390740,501,0,5,-86.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406285,3390785,502,0,6,-85.67
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406115,3390895,501,0,5,-93.33
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406245,3390745,500,0,6,-82.1
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406240,3390750,500,0,6,-82.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406305,3390765,502,0,6,-86.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406120,3390950,501,0,6,-95.88
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406300,3390770,502,0,6,-83.6
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406315,3390775,502,0,6,-82.67
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406280,3390790,502,0,6,-84.33
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406135,3390955,501,0,6,-91.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406110,3390900,501,0,13,-98.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406130,3390960,501,0,6,-92.83
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406150,3390940,502,0,6,-81.4
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406155,3390935,502,0,6,-87.33
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406255,3390755,501,0,6,-83.33
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406190,3390980,501,0,12,-100.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406235,3391015,500,0,5,-107.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406185,3390770,500,21,13,-86.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406235,3390740,500,0,6,-82.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406215,3390760,500,0,13,-84.5
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406230,3390735,500,0,6,-80.77
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406210,3390755,500,0,5,-82.11
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406195,3390780,500,0,13,-78.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406190,3390775,500,21,13,-80.0
202401,406150.0,3390950.0,25,90,6,3,2585.0,9.2,502,0,6,406175,3390800,500,0,5,-93.0
