Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405465,3396100,506,0,6,-99.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405510,3396125,504,0,5,-78.33
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405275,3396370,508,0,6,-93.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405300,3396255,513,12,5,-88.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405330,3396305,509,0,6,-82.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405345,3396300,508,0,6,-85.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405325,3396320,508,0,6,-96.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405495,3396150,505,0,6,-91.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405380,3396175,510,12,5,-97.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405505,3396140,504,0,6,-80.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405235,3396330,512,6,5,-89.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405305,3396260,513,0,5,-85.6
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405315,3396250,513,0,5,-92.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405255,3396390,508,0,6,-101.75
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405285,3396280,512,0,5,-91.63
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405260,3396375,508,0,5,-88.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405365,3396200,512,0,12,-89.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405340,3396295,508,0,6,-90.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405250,3396385,508,0,5,-84.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405355,3396290,508,0,6,-98.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405515,3396130,504,0,5,-81.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405560,3396075,504,0,5,-97.33
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405570,3396065,505,0,11,-94.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405280,3396275,513,0,5,-90.56
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405335,3396310,508,0,6,-92.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405225,3396340,512,0,5,-105.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405200,3396355,511,36,5,-95.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405295,3396270,512,0,5,-87.57
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405500,3396135,505,0,6,-84.83
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405290,3396265,513,0,5,-90.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405490,3396145,505,0,6,-82.2
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405070,3399270,514,0,5,-82.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,404820,3399200,513,6,14,-101.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,404710,3399300,515,0,14,-102.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,404700,3399290,516,0,5,-96.2
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,404715,3399295,515,0,5,-95.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,404705,3399285,515,0,5,-94.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405115,3399215,513,0,14,-97.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,404995,3399335,513,0,5,-109.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405105,3399205,513,0,14,-93.33
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405115,3396700,505,0,12,-104.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405105,3396690,506,0,12,-101.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405210,3396195,514,0,5,-108.4
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405390,3396335,507,0,5,-93.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405490,3395995,505,48,5,-102.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405235,3396180,514,0,5,-113.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405495,3396000,505,48,5,-103.33
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405385,3396330,507,0,5,-89.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405380,3396325,507,0,5,-95.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405370,3396355,507,99,5,-92.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405360,3396345,507,99,5,-97.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405275,3396220,516,0,5,-105.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,404775,3399265,513,0,5,-102.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405485,3396390,507,18,5,-95.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405495,3396400,506,18,5,-99.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,404925,3399075,512,0,5,-104.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405110,3399210,513,0,14,-87.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,404810,3399190,512,0,14,-110.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405115,3399205,513,0,14,-86.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405320,3396810,505,18,5,-96.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405545,3396155,502,12,6,-111.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405485,3396015,505,0,5,-96.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405425,3396275,505,0,5,-90.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405555,3396145,502,12,6,-109.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405315,3396225,515,12,5,-99.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405285,3396215,516,0,5,-99.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405290,3396210,517,0,5,-103.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405550,3396150,502,12,6,-110.2
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405360,3396300,507,0,6,-98.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405520,3396140,504,0,6,-81.69
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405525,3396135,504,0,6,-80.36
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405380,3396320,507,0,5,-98.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405375,3396285,507,0,6,-90.6
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405475,3396065,505,0,5,-91.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405580,3396120,503,0,6,-110.33
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405455,3396045,506,0,5,-89.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405300,3396240,514,12,5,-96.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405530,3396130,504,0,6,-80.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405280,3396220,516,0,5,-111.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405470,3396070,506,0,5,-92.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405145,3399205,513,0,5,-90.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405120,3399230,513,0,5,-91.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405140,3399210,513,0,5,-91.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405150,3399220,513,0,6,-91.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405180,3399130,512,0,5,-91.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405175,3399155,512,0,6,-87.33
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405130,3399200,513,0,14,-86.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405135,3399195,513,0,14,-96.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405165,3399145,513,0,6,-92.33
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405155,3399175,513,0,5,-96.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405195,3396240,514,0,12,-108.75
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405225,3396270,516,0,5,-101.25
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405240,3396285,515,0,2,-107.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405590,3395995,506,0,5,-107.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405270,3396315,511,0,5,-90.14
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405265,3396310,512,0,5,-86.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405190,3396235,514,0,12,-107.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405185,3396230,513,0,6,-104.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405275,3396320,511,0,5,-88.4
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405260,3396305,512,0,5,-92.79
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405290,3396335,509,0,5,-96.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405295,3396340,509,0,6,-89.71
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405325,3396370,507,99,5,-102.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405315,3396360,507,0,6,-96.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405305,3396350,508,0,6,-101.33
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405230,3396275,516,0,5,-104.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405320,3396365,507,0,5,-97.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405360,3396405,507,99,10,-96.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405255,3396300,513,6,5,-102.2
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405180,3396225,513,0,6,-112.44
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405250,3396295,514,6,5,-93.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405175,3396220,512,0,5,-113.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405235,3396280,515,0,2,-112.15
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405310,3396355,508,0,6,-99.14
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405535,3396275,502,6,5,-92.25
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405615,3396355,506,0,12,-89.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,403145,3393845,509,0,5,-92.25
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405530,3396280,502,6,12,-90.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405205,3396355,511,0,5,-94.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405320,3396320,509,0,6,-100.44
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405305,3396255,513,0,5,-93.2
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405510,3396130,504,0,5,-80.57
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405315,3396245,513,0,5,-89.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405505,3396135,504,0,5,-85.8
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405290,3396270,513,0,5,-86.75
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405485,3396155,505,0,6,-79.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405490,3396150,505,0,6,-89.4
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405265,3396375,508,0,6,-84.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405300,3396260,513,12,5,-86.89
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405255,3396385,508,0,6,-104.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405350,3396290,508,0,6,-95.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405330,3396310,508,0,6,-88.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405355,3396285,508,0,6,-87.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405340,3396300,508,0,6,-92.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405310,3396250,513,0,5,-89.56
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405515,3396125,504,0,5,-82.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405325,3396315,509,0,6,-102.71
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405285,3396275,512,0,5,-87.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405280,3396280,512,0,5,-90.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405495,3396145,505,0,6,-89.43
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405225,3396335,512,0,5,-89.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405500,3396140,505,0,6,-82.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,403200,3393850,507,0,5,-95.67
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,403205,3393845,506,0,5,-89.11
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,403215,3393855,506,0,5,-86.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405515,3396110,504,0,12,-80.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405485,3396100,505,0,5,-84.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405295,3396290,511,0,13,-90.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405300,3396315,510,0,13,-86.75
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405270,3396345,509,0,5,-88.6
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405325,3396260,511,0,5,-91.29
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405250,3396325,512,0,5,-87.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405230,3396385,509,0,5,-108.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405350,3396265,509,0,5,-91.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405365,3396220,511,0,5,-97.25
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405310,3396305,510,0,5,-85.0
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405265,3396360,509,0,5,-97.5
1683501,405555.0,3396250.0,30,300,3,3,2585.0,9.2,501,12,5,405305,3396320,509,0,5,-95.43
