Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409595,3394215,502,0,5,-93.2
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409535,3394195,501,6,5,-103.33
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409530,3394200,501,6,5,-100.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409515,3394135,502,33,12,-82.6
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409525,3394185,501,6,12,-99.11
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409545,3394165,501,81,12,-92.71
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409555,3394175,501,6,12,-93.43
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409580,3394210,502,12,13,-96.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409560,3394230,502,12,13,-101.57
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409495,3394155,501,0,12,-92.5
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409565,3394225,502,12,13,-96.07
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409575,3394235,502,0,5,-98.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409590,3394220,502,0,13,-94.63
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409570,3394240,502,0,5,-104.75
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409505,3394125,502,33,12,-99.67
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409585,3394205,501,12,5,-97.78
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409185,3394320,502,0,6,-109.5
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409590,3394065,502,21,5,-94.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409520,3394015,504,0,6,-101.25
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409575,3394050,503,0,12,-92.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409540,3394035,504,0,6,-93.91
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409580,3394075,502,0,5,-89.26
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409470,3393945,504,0,6,-94.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409460,3393955,504,39,6,-97.14
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409510,3393985,505,0,12,-104.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409500,3393995,505,0,5,-98.5
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409465,3393960,504,0,6,-95.29
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409475,3393950,505,0,6,-94.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409550,3394025,504,0,6,-96.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409485,3393980,505,0,6,-94.31
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409495,3393970,505,0,5,-96.43
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409560,3394055,503,0,12,-91.14
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409480,3393975,505,0,6,-96.27
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409530,3394005,505,0,5,-96.5
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409545,3394040,504,0,5,-92.42
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409525,3394020,504,0,6,-98.29
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409490,3393965,505,0,5,-91.5
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409585,3394080,502,0,5,-83.33
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409565,3394060,503,0,12,-88.33
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409505,3394000,505,0,5,-99.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409445,3393940,504,0,5,-98.5
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409595,3394070,502,21,5,-89.17
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409665,3394050,501,0,5,-114.67
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409645,3394070,501,0,12,-101.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409605,3394015,503,0,5,-93.86
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409640,3394060,501,21,5,-97.0
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409575,3394230,502,0,13,-95.83
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409585,3394220,502,0,13,-96.43
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409590,3394205,502,12,5,-93.86
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409580,3394215,502,12,13,-96.43
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409550,3394165,501,6,12,-94.6
2615701,409695.0,3394215.0,23,350,9,0,2624.6,12.2,501,21,5,409535,3394190,501,6,12,-107.57
